
Hong's Hapkido Martial Arts,www.6047202600.yp.ca,,604-720-2600,2606 St. Johns Street,Port Moody,BC ,V3H 2B6,martial+arts
St John Jiu-Jitsu,www.6047223656.yp.ca,,604-722-3656,2306 St. Johns Street,Port Moody,BC ,V3H 2A9,martial+arts
Red Tiger Martial Arts,www.6047265425.yp.ca,,604-726-5425,314 Sixth Street,New Westminster,BC ,V3L 3A6,martial+arts
Kikara Martial Arts Academies Ltd,www.kikara.ca,membership@kikara.ca,604-733-9553,102 1727 Broadway W,Vancouver,BC ,V6J 4W6,martial+arts
Fitness Depot Kitsilano,www.fitnessdepot.ca,,604-734-2212,103-1926 4th Avenue West,Vancouver,BC ,V6J 1M5,martial+arts
Purple Dragon Academy Of Don Jitsu Ryu,www.purpledragon.ca,purpledragonacademy@shaw.ca,604-737-2929,2939 4th Avenue West,Vancouver,BC ,V6K 1R3,martial+arts
Aikido-Mountain Coast Aikikai,www.mountaincoastaikikai.com,,604-737-7395,8859 Selkirk Street,Vancouver,BC ,V6P 4J6,martial+arts
Aikido Yoshinkai Burnaby,www.6047862334.yp.ca,,604-786-2334,7671 Edmonds Street,Burnaby,BC ,V3N 1B6,martial+arts
Life Tae Kwon-Do Centre,www.6047927722.yp.ca,,604-792-7722,45845 Yale Road West,Chilliwack,BC ,V2P 2N6,martial+arts
Personal Best Martial Arts,www.6048024377.yp.ca,,604-802-4377,2565 Barnet Highway,Coquitlam,BC ,V3H 4E2,martial+arts
Choy Lai Fut Martial Arts,www.6048127448.yp.ca,,604-812-7448,88881005 Odlin Cres,Richmond,BC ,V6X 3Z8,martial+arts
Sun Hang Do Martial Arts,www.6048203011.yp.ca,,604-820-3011,33201 London Avenue,Mission,BC ,V2V 4P9,martial+arts
Canadian Martial Arts Academy,www.6048207429.yp.ca,,604-820-7429,33211 North Railway Avenue,Mission,BC ,V2V 1E4,martial+arts
Chilliwack Central Karate Club,www.6048458845.yp.ca,,604-845-8845,45920 Rowat Avenue,Chilliwack,BC ,V2P 1J3,martial+arts
Sun Hang Do Martial Arts,www.6048461888.yp.ca,,604-846-1888,7174 Vedder Road,Chilliwack,BC ,V2R 4E3,martial+arts
Legacy Sports Centre,www.6048524191.yp.ca,,604-852-4191,32470 Haida,Abbotsford,BC ,V2T 4Z5,martial+arts
Sun Hang Do Martial Arts,www.6048524222.yp.ca,,604-852-4222,7-34100 South Fraser Way,Abbotsford,BC ,V2S 2C6,martial+arts
Abbotsford Judo Club,www.6048528014.yp.ca,,604-852-8014,31410 MacLure Road,Abbotsford,BC ,V2T 5G6,martial+arts
Master Lee's Tae Kwon Do School,www.masterlee.net,,604-852-8824,201-33386 South Fraser Way,Abbotsford,BC ,V2S 2B5,martial+arts
National Training Centre,www.6048531230.yp.ca,,604-853-1230,33761 Essendene Avenue,Abbotsford,BC ,V2S 2H1,martial+arts
Master' Class Jiu-Jitsu,www.6048556733.yp.ca,,604-855-6733,PO Box 8000-716,Abbotsford,BC ,V2S 6H1,martial+arts
Kee's Tae Kwon Do,www.kees.ca,info@kees.ca,604-873-5355,1760 Kingsway,Vancouver,BC ,V5N 2S6,martial+arts
Health Lon,www.6048763931.yp.ca,,604-876-3931,107-4501 North Road,Burnaby,BC ,V3N 4R7,martial+arts
Vancouver Tai-Chi Chuan Assn,www.6048767902.yp.ca,,604-876-7902,1676 10th Avenue East,Vancouver,BC ,V5N 1X5,martial+arts
Franco Kickboxing/Pankraction Inc,www.6048768782.yp.ca,,604-876-8782,4888 Fraser Street,Vancouver,BC ,V5V 4H5,martial+arts
Kikara Martial Arts Academy,www.6048826547.yp.ca,,604-882-6547,201-20165 91A Avenue,Langley,BC ,V1M 3A2,martial+arts
Gibsons Aikido & Shiatsu Therapy,www.6048861383.yp.ca,,604-886-1383,1034 Reed Road RR 7,Gibsons,BC ,V0N 1V7,martial+arts
Sun Hang Do Martial Arts,www.6048886651.yp.ca,,604-888-6651,2-19862 96 Avenue,Langley,BC ,V1M 3C1,martial+arts
Squamish Martial Arts & Yoga Centre,www.6048923710.yp.ca,,604-892-3710,38025 Cleveland,Squamish,BC ,V0N 3G0,martial+arts
Elite Kickboxing & Karate Academy,www.6049049355.yp.ca,,604-904-9355,1326 Main Street,North Vancouver,BC ,V7J 1C3,martial+arts
Wolfes Self Defence,www.6049049653.yp.ca,,604-904-9653,101 Bowser Avenue,North Vancouver,BC ,V7P 3H1,martial+arts
Evolution Martial Arts,www.6049212446.yp.ca,,604-921-2446,1431 Clyde Avenue,West Vancouver,BC ,V7T 1E9,martial+arts
West Vancouver Martial Arts,www.6049227745.yp.ca,,604-922-7745,1559 Marine Drive,West Vancouver,BC ,V7V 1H9,martial+arts
Clarke's Tae Kwon Do Studios Inc,www.6049240446.yp.ca,,604-924-0446,385 Dollarton Highway North,North Vancouver,BC ,V7G 1M9,martial+arts
Sun Hang Do Martial Arts,www.6049305141.yp.ca,,604-930-5141,10034 King George Highway,Surrey,BC ,V3T 2W4,martial+arts
Kang's Martial Art Academy Art Sun Hang,www.6049313311.yp.ca,,604-931-3311,F-1046 Austin Avenue,Coquitlam,BC ,V3K 3P3,martial+arts
Martial Arts Training Center,www.6049361553.yp.ca,,604-936-1553,949 Como Lake Avenue,Coquitlam,BC ,V3J 3N2,martial+arts
Tae Geuk Tae Kwon Do,www.6049369929.yp.ca,,604-936-9929,2302A Clarke Street,Port Moody,BC ,V3H 1Y8,martial+arts
Gibson Kickboxing & Pankration,www.gibsonpankration.com,gibsonpankration@hotmail.com,604-937-3600,70 Kyle Street,Port Moody,BC ,V3H 5K2,martial+arts
Yuen's Family Martial Arts Centers,www.yuensfmac.com,,604-939-0978,1106 Austin Avenue,Coquitlam,BC ,V3K 3P5,martial+arts
Phoenix Sports Ltd,www.6049393456.yp.ca,,604-939-3456,B-901 Lougheed Highway,Coquitlam,BC ,V3K 3T3,martial+arts
Lim Tae Kwon Dow Academy,www.6049398232.yp.ca,,604-939-8232,3-511 Cottonwood Avenue,Coquitlam,BC ,V3J 2R4,martial+arts
Ultimate Martial Arts,www.6049415425.yp.ca,,604-941-5425,3028 Flint Street,Port Coquitlam,BC ,V3B 4H4,martial+arts
Canada Martial Arts Inc,www.6049416003.yp.ca,,604-941-6003,1410 Parkway Boulevard,Coquitlam,BC ,V3E 3J7,martial+arts
World Martial Arts Tae Kwon Do,www.6049441255.yp.ca,,604-944-1255,2552 Shaughnessy Street,Port Coquitlam,BC ,V3C 3G4,martial+arts
Bowen Island Tae Kwon Do,www.6049472311.yp.ca,,604-947-2311,Suite 102- 566 Artisan Lane,Bowen Island,BC ,V0N 1G0,martial+arts
Haidong Gumdo,www.6049519211.yp.ca,,604-951-9211,15148 Fraser Highway,Surrey,BC ,V3R 3P1,martial+arts
Akal Lions Tae Kwan Do,www.6049519888.yp.ca,,604-951-9888,105B-9547 152 Street,Surrey,BC ,V3R 5Y5,martial+arts
North Shore Sports Swap,www.nssportsswap.com,,604-983-2272,2021 Old Dollarton Road,North Vancouver,BC ,V7H 1A6,martial+arts
KB-One Martial Arts,www.6049840947.yp.ca,,604-984-0947,110 Garden Avenue,North Vancouver,BC ,V7P 3H2,martial+arts
Lynn Valley Martial Arts Ltd,www.6049849841.yp.ca,,604-984-9841,3020 Mountain Highway,North Vancouver,BC ,V7J 2P1,martial+arts
Sun Hang Do Complete Martial Arts,www.6049851811.yp.ca,,604-985-1811,C-942 16th Street West,North Vancouver,BC ,V7P 1R3,martial+arts
Curtis Personalized Health Management Ltd,www.curtishealth.com,,604-986-2348,210-1455 Bellevue Avenue,West Vancouver,BC ,V7T 1C3,martial+arts
Master Tony Kook's North Shore Taekwondo,www.northshoretaekwondo.com,,604-986-5558,2900 Lonsdale Avenue,North Vancouver,BC ,V7N 4H9,martial+arts
Karate For Kids,www.6049875890.yp.ca,,604-987-5890,648 Queensbury Avenue,North Vancouver,BC ,V7L 3V6,martial+arts
Sunny Kim's Tae Kwon Do School,www.6049901331.yp.ca,,604-990-1331,1480 Pemberton Avenue,North Vancouver,BC ,V7P 2S1,martial+arts
Chang's Tae Kwon Do Academy,www.7782780853.yp.ca,,778-278-0853,309-19292 60 Avenue,Surrey,BC ,V3S 3M2,martial+arts
Gum Ying Hapkido Inc,www.7782971923.yp.ca,,778-297-1923,1065-8766 McKim Way,Richmond,BC ,V6X 4G4,martial+arts
Xtreme Fight Shop,www.7783701982.yp.ca,,778-370-1982,1671 Kingsway,Vancouver,BC ,V5N 2S2,martial+arts
Bisla Martial Art,www.7785656165.yp.ca,,778-565-6165,116-8363 128 Street,Surrey,BC ,V3W 4G1,martial+arts
Triunity Martial Arts Studio Ltd,www.7785780088.yp.ca,,778-578-0088,15685 Fraser Highway,Surrey,BC ,V4N 0Y6,martial+arts
Apex Martial Arts,www.7788352739.yp.ca,,778-835-2739,1105-4871 Shell Road,Richmond,BC ,V6X 3Z6,martial+arts
